,id_entrega,tiempo,sin_pesar,pesados,p_aciertos,velocidad,p_aceptacion,score_recolector,seniority_BEGINNER,seniority_INTERMEDIATE,seniority_REVIEW,distancia,lunes,martes,miercoles,jueves,viernes,sabado,hora
3496,1,72.799023,10.0,0.0,0.6825,1.85,1.0,4.96,0,0,0,0.18692368400498016,0,0,0,0,0,0,0
3497,0,55.835777,5.0,0.0,0.8559,2.0,0.92,4.92,0,0,1,4.578176598820144,0,0,0,0,0,0,0
3498,0,56.893398,13.0,1.0,0.8244,1.59,1.0,4.95,0,0,0,0.7283084920689458,0,0,0,0,0,0,0
3499,1,149.564647,9.0,0.0,0.8473,1.81,1.0,4.76,0,0,0,8.731078643473275,0,0,0,0,0,0,0
3500,1,77.625254,13.0,1.0,0.8472,1.93,1.0,4.76,0,1,0,5.130638127664603,0,0,0,0,0,0,1
3501,0,128.478803,21.0,8.0,0.8455,2.0,1.0,4.88,0,1,0,2.554780801883122,0,0,0,0,0,0,0
3502,1,89.680742,18.0,2.0,0.8797,1.92,1.0,4.88,0,0,0,2.6846204132587763,0,0,0,0,0,0,0
3503,1,229.784293,54.0,6.0,0.8582,1.48,0.96,4.6,0,0,0,1.057658648864355,0,0,0,0,0,0,1
3504,0,79.566096,11.0,2.0,0.8217,1.7,1.0,4.76,0,0,0,2.6204928944273775,0,0,0,0,0,0,0
3506,0,52.647395,4.0,0.0,0.7685,2.69,1.0,4.72,0,1,0,1.424258252687692,0,0,0,0,0,0,0
3507,1,96.357652,7.0,0.0,0.7631,2.7,1.0,4.68,0,0,1,2.5847970458915124,0,0,0,0,0,0,0
3508,0,116.618543,11.0,0.0,0.8473,1.81,1.0,4.76,0,0,0,3.0388973487720046,0,0,0,0,0,0,0
3509,1,63.502468,15.0,0.0,0.9081,1.55,0.96,4.48,0,0,0,0.025903793859791104,0,0,0,0,0,0,0
3511,1,63.774816,20.0,2.0,0.8639,1.56,1.0,4.92,0,0,0,2.4524672898461977,0,0,0,0,0,0,0
3512,0,122.678882,13.0,4.0,0.8503,1.44,1.0,4.96,0,0,0,0.8809437104862776,0,0,0,0,0,0,0
3513,1,66.572578,9.0,0.0,0.8684,4.18,0.96,4.95,0,0,1,1.5749956839463908,0,0,0,0,0,0,1
3514,1,96.863848,11.0,0.0,0.8,2.94,0.96,4.6,0,1,0,0.5871265876261439,0,0,0,0,0,0,1
3516,0,54.684081,13.0,0.0,0.8498,1.5,0.96,4.96,0,1,0,0.7918647450204822,0,0,0,0,0,0,0
3517,0,109.359177,17.0,6.0,0.8318,2.38,0.96,4.84,0,1,0,3.279828209380557,0,0,0,0,0,0,0
3518,1,90.677961,9.0,6.0,0.8385,1.73,0.88,4.84,0,1,0,5.684114956087293,0,0,0,0,0,0,1
3519,0,54.078069,14.0,4.0,0.8544,1.3,0.96,4.72,0,0,0,0.24532663377969902,0,0,0,0,0,0,0
3520,1,34.575116,1.0,0.0,0.8814,0.95,0.64,4.52,0,0,1,1.2425219659977385,0,0,0,0,0,0,0
3521,0,35.100216,1.0,0.0,0.8815,2.33,0.92,4.71,0,1,0,0.506124975082528,0,0,0,0,0,0,0
3522,1,80.596762,17.0,8.0,0.847,1.67,0.96,4.76,0,0,0,2.883705234998929,0,0,0,0,0,0,0
3523,1,83.658919,18.0,0.0,0.855,1.39,1.0,4.68,0,1,0,1.8601948268667556,0,0,0,0,0,0,0
3524,0,70.806956,2.0,4.0,0.8429,2.56,0.88,4.65,0,0,1,3.2344754022280378,0,0,0,0,0,0,0
3525,1,78.649998,17.0,2.0,0.7956,2.51,0.92,4.56,0,1,0,1.1167826371485883,1,0,0,0,0,0,0
3527,1,65.608345,13.0,1.0,0.8205,1.2,1.0,4.72,0,1,0,1.9592114015266546,0,0,0,0,0,0,1
3528,1,58.433199,1.0,0.0,0.8571,1.48,0.92,4.68,0,0,0,1.6396201594897848,0,0,0,0,0,0,0
3529,0,102.428588,12.0,3.0,0.8459,1.45,0.96,4.8,0,0,0,1.4135622339178366,0,0,0,0,0,0,0
3530,1,64.501087,10.0,11.0,0.8455,1.56,0.92,4.92,0,0,0,1.1793555331773613,0,0,0,0,0,0,0
3531,0,70.680666,1.0,0.0,0.8526,2.4,0.8,4.44,0,0,1,0.8959666137778428,0,0,0,0,0,0,0
3532,0,111.815838,19.0,1.0,0.8646,2.4,1.0,4.56,0,1,0,2.2455085229895864,0,0,0,0,0,0,0
3533,1,89.874328,23.0,0.0,0.8599,1.5,1.0,4.84,0,0,0,0.6394617270008981,0,0,0,0,0,0,0
3534,0,69.165582,9.0,5.0,0.9048,1.63,1.0,4.96,0,0,0,2.9494060805939606,0,0,0,0,0,0,0
3535,0,34.804865,10.0,0.0,0.8513,1.44,1.0,4.48,0,0,0,0.09687663115422993,0,0,0,0,0,0,0
3536,0,114.214532,21.0,11.0,0.8577,1.58,1.0,4.56,0,0,0,2.022592961256798,0,0,0,0,0,0,0
3537,1,83.736236,11.0,10.0,0.8883,1.82,0.96,4.76,0,0,0,1.5591898949142002,0,0,0,0,0,0,1
3538,0,51.108571,7.0,9.0,0.8297,1.81,1.0,4.72,0,1,0,0.8208711272615468,0,0,0,0,0,0,0
3539,1,60.098485,3.0,7.0,0.8674,1.63,0.88,4.44,0,0,0,0.3389368317925427,0,0,0,0,0,0,1
3540,0,97.287083,7.0,3.0,0.8883,1.82,0.96,4.76,0,0,0,5.228684258333122,0,0,0,0,0,0,0
3541,1,71.608071,8.0,5.0,0.9013,1.43,1.0,4.88,0,0,0,0.72150037924879,0,0,0,0,0,0,1
3542,1,164.573645,36.0,10.0,0.8471,1.5,1.0,4.64,0,0,0,1.4694841441057946,0,0,0,0,0,0,1
3543,1,110.742746,8.0,7.0,0.8313,1.61,1.0,4.4,0,0,0,5.519877655912782,0,0,0,0,0,0,1
3544,0,90.869118,9.0,1.0,0.8577,1.26,1.0,4.88,0,0,0,0.12865208995377314,0,0,0,0,0,0,0
3545,1,135.357111,27.0,8.0,0.8571,2.64,1.0,4.75,0,1,0,3.439374828490781,1,0,0,0,0,0,0
3546,0,98.247435,13.0,0.0,0.8028,1.87,0.96,4.84,0,0,0,1.6799488715153712,0,0,0,0,0,0,0
3547,1,168.577356,32.0,18.0,0.8606,2.05,1.0,4.5,0,1,0,1.0153152687184765,0,0,0,0,0,0,1
3548,1,66.321144,6.0,5.0,0.8726,1.57,1.0,4.88,0,0,0,4.3241894097159905,0,0,0,0,0,0,1
3549,0,68.372678,14.0,3.0,0.8316,2.13,1.0,4.72,0,1,0,0.48253348126550827,0,0,0,0,0,0,0
3550,1,86.263758,20.0,0.0,0.8398,2.23,0.96,4.84,0,1,0,3.529262054733381,0,0,0,0,0,0,1
3551,0,98.753476,11.0,13.0,0.8540000000000001,1.76,1.0,4.76,0,1,0,2.543209301264441,0,0,0,0,0,0,0
3552,0,75.589958,2.0,0.0,0.8887,1.55,0.96,4.72,0,0,0,5.485469762264532,0,0,0,0,0,0,0
3553,1,104.546628,46.0,4.0,0.8936,1.3,1.0,4.72,0,0,0,2.702366735662311,0,0,0,0,0,0,0
3554,1,87.958992,16.0,0.0,0.9048,1.63,1.0,4.96,0,0,0,1.706750742987622,0,0,0,0,0,0,1
3557,0,71.012764,8.0,0.0,0.8638,1.88,1.0,4.52,0,0,0,3.6628061140578714,0,0,0,0,0,0,0
3558,0,89.863789,12.0,11.0,0.8329,1.47,0.92,4.92,0,0,0,1.467955444772233,0,0,0,0,0,0,0
3559,1,78.482164,10.0,5.0,0.8253,1.71,1.0,4.92,0,0,0,4.016011030138476,0,0,0,0,0,0,1
3560,1,107.813879,20.0,10.0,0.8028,1.87,0.96,4.84,0,0,0,1.4307331208219498,0,0,0,0,0,0,0
3561,1,138.730577,21.0,7.0,0.8599,1.5,1.0,4.84,0,0,0,0.9269653635075316,0,0,0,0,0,0,1
3562,1,74.664044,4.0,1.0,0.8685,1.77,0.76,4.6,0,0,1,4.594044525507091,0,0,0,0,0,0,1
3563,1,83.493685,15.0,8.0,0.8385,1.73,0.88,4.84,0,1,0,1.2966489437359467,0,0,0,0,0,0,0
3564,0,78.468083,6.0,0.0,0.8199,1.96,0.96,4.92,0,0,0,2.295552273850334,0,0,0,0,0,0,0
3565,0,68.991894,11.0,0.0,0.875,1.78,0.8,4.92,0,0,1,1.7856444152181976,0,0,0,0,0,0,0
3567,0,67.075408,4.0,0.0,0.8372,1.8,1.0,4.72,0,0,0,2.4117269058830337,0,0,0,0,0,0,0
3568,0,88.482421,9.0,2.0,0.8555,2.36,1.0,4.87,0,1,0,0.8674269125095753,0,0,0,0,0,0,0
3570,0,53.230232,8.0,0.0,0.7866,2.67,0.96,4.96,0,0,1,3.5543416725295347,0,0,0,0,0,0,0
3571,1,82.788314,17.0,1.0,0.8646,2.4,1.0,4.56,0,1,0,0.6466386638628407,0,0,0,0,0,0,1
3572,1,38.901504,8.0,5.0,0.8981,1.67,0.88,4.96,0,0,0,0.2721700967037399,0,0,0,0,0,0,1
3573,1,109.937769,12.0,4.0,0.8571,2.06,0.92,4.92,0,1,0,4.164487159205992,0,0,0,0,0,0,1
3574,1,120.138369,16.0,3.0,0.8386,2.52,0.8,4.71,0,0,1,2.2193733037039935,0,0,0,0,0,0,1
3575,1,136.058208,17.0,8.0,0.8584,3.13,1.0,4.84,0,0,1,0.6289500154392053,0,0,0,0,0,0,1
3576,0,69.057143,16.0,4.0,0.7975,2.43,1.0,4.92,0,1,0,0.9665369064012657,0,0,0,0,0,0,0
3577,1,92.396436,9.0,2.0,0.8797,1.92,1.0,4.88,0,0,0,12.055400332166105,1,0,0,0,0,0,1
3578,0,89.287991,1.0,0.0,0.8492,1.6,0.88,4.8,0,0,0,2.1096712375734774,0,0,0,0,0,0,0
3579,0,42.530252,1.0,0.0,0.8337,1.89,0.88,4.92,0,0,0,4.14125289441048,0,0,0,0,0,0,0
3580,1,60.223475,25.0,5.0,0.8815,1.38,1.0,4.76,0,0,0,1.2051265694646114,0,0,0,0,0,0,0
3581,1,54.758765,14.0,2.0,0.8726,1.57,1.0,4.88,0,0,0,1.5627818594608218,0,0,0,0,0,0,0
3582,0,99.408431,16.0,5.0,0.8601,2.27,0.96,4.88,0,1,0,0.42129060869601803,0,0,0,0,0,0,1
3583,0,141.163755,25.0,7.0,0.8479,1.7,0.96,4.88,0,0,0,1.9204957119189696,0,0,0,0,0,0,1
3586,1,45.396037,4.0,4.0,0.8601,2.27,0.96,4.88,0,1,0,0.08519260775913472,0,0,0,0,0,0,1
3587,1,96.324934,5.0,0.0,0.8036,1.67,0.92,4.96,0,1,0,3.723162739904545,1,0,0,0,0,0,0
3588,1,83.873298,14.0,8.0,0.8665,1.89,1.0,4.76,0,0,0,0.142099361612781,0,0,0,0,0,0,1
3589,1,67.970688,4.0,0.0,0.8504,2.0,0.92,4.68,0,0,0,7.246123520626111,1,0,0,0,0,0,1
3590,1,116.230416,14.0,2.0,0.8537,2.33,1.0,4.43,0,1,0,3.806485403791967,1,0,0,0,0,0,0
3592,1,49.111834,2.0,0.0,0.8889,1.5,1.0,4.72,0,1,0,4.748478716210893,1,0,0,0,0,0,1
3593,1,55.797639,11.0,0.0,0.9081,1.55,0.96,4.48,0,0,0,3.3421821728636782,0,0,0,0,0,0,0
3594,1,82.287877,16.0,11.0,0.8726,1.55,0.96,4.84,0,0,0,2.4568797611817943,0,0,0,0,0,0,1
3595,0,100.326782,12.0,7.0,0.8599,1.5,1.0,4.84,0,0,0,2.448380262935536,0,0,0,0,0,0,1
3596,1,137.433276,11.0,1.0,0.8213,1.64,1.0,4.92,0,0,0,7.133087882279755,0,0,0,0,0,0,0
3597,0,42.039827,2.0,0.0,0.8801,1.85,0.96,4.8,0,0,0,3.867074102058683,0,0,0,0,0,0,0
3598,0,59.499872,9.0,4.0,0.8352,3.44,0.8,4.72,0,0,1,4.221902407217571,0,0,0,0,0,0,0
3599,1,128.717147,14.0,6.0,0.9032,2.18,0.96,4.84,0,1,0,1.7705753637083537,0,0,0,0,0,0,1
3601,1,89.865505,9.0,5.0,0.8472,1.93,1.0,4.76,0,1,0,1.3636482563507053,0,0,0,0,0,0,1
3602,0,63.331276,3.0,3.0,0.8272,2.07,1.0,4.88,0,1,0,0.17000027264404205,0,0,0,0,0,0,0
3603,0,103.576375,22.0,1.0,0.7846,3.31,1.0,4.9,0,0,1,1.7602150676333805,0,0,0,0,0,0,1
3604,0,63.126143,7.0,1.0,0.8386,2.52,0.8,4.71,0,0,1,1.02835029505607,0,0,0,0,0,0,0
3605,1,52.403607,1.0,0.0,0.8217,1.7,1.0,4.76,0,0,0,5.018384681867426,0,0,0,0,0,0,1
3607,0,82.027986,1.0,0.0,0.8864,1.64,0.96,4.56,0,0,0,1.260481199755429,0,0,0,0,0,0,1
3608,1,96.115431,6.0,14.0,0.8306,2.57,0.8,4.8,0,0,1,1.7914161919911453,1,0,0,0,0,0,0
3609,1,113.250241,29.0,10.0,0.8639,1.56,1.0,4.92,0,0,0,1.2431364747936815,0,0,0,0,0,0,1
3611,0,76.359013,16.0,7.0,0.8255,1.89,1.0,4.84,0,0,0,0.6388024751243903,0,0,0,0,0,0,1
3612,0,92.884108,20.0,6.0,0.8447,1.1,1.0,4.76,0,0,0,2.465951155149125,0,0,0,0,0,0,1
3613,1,99.066702,16.0,2.0,0.855,1.39,1.0,4.68,0,1,0,0.5942630350069482,1,0,0,0,0,0,1
3616,1,98.026298,33.0,8.0,0.8689,1.38,0.92,4.68,0,0,0,0.5164140681432926,0,0,0,0,0,0,1
3617,1,103.710015,6.0,7.0,0.8557,1.76,1.0,4.92,0,0,0,4.530614364206473,0,0,0,0,0,0,0
3618,1,48.173503,3.0,0.0,0.8427,1.44,1.0,4.88,0,0,0,2.2969684734806783,0,0,0,0,0,0,0
3619,0,92.707342,25.0,5.0,0.8559,2.0,0.92,4.92,0,0,1,1.024930835741489,0,0,0,0,0,0,1
3620,1,113.943552,19.0,14.0,0.6825,1.85,1.0,4.96,0,0,0,0.8445642902398466,0,0,0,0,0,0,1
3622,1,130.102394,14.0,12.0,0.875,1.78,0.8,4.92,0,0,1,3.0179381614800382,0,0,0,0,0,0,1
3623,1,99.012554,17.0,1.0,0.8665,1.75,0.96,4.84,0,0,0,2.9548805418466233,0,0,0,0,0,0,1
3624,1,79.078324,10.0,8.0,0.8626,2.07,1.0,4.6,0,1,0,2.1036418763941924,0,0,0,0,0,0,1
3625,0,68.799565,15.0,1.0,0.8815,2.33,0.92,4.71,0,1,0,0.004750907313853963,0,0,0,0,0,0,1
3626,1,33.568003,1.0,0.0,0.9082,1.78,0.92,4.2,0,0,0,0.833037107590782,0,0,0,0,0,0,0
3627,1,115.004527,11.0,5.0,0.8764,1.61,1.0,4.8,0,0,0,3.903466516230676,0,0,0,0,0,0,1
3628,1,73.725155,17.0,4.0,0.8116,2.15,1.0,4.92,0,1,0,0.05590962462762521,0,0,0,0,0,0,1
3629,1,58.385808,26.0,2.0,0.8574,1.1,1.0,4.84,0,0,0,0.06511509723405856,0,0,0,0,0,0,0
3631,1,78.328801,19.0,10.0,0.8205,1.2,1.0,4.72,0,1,0,1.4550868944496433,0,0,0,0,0,0,1
3632,0,62.504544,32.0,1.0,0.8297,1.81,1.0,4.72,0,1,0,0.09709011139774458,0,0,0,0,0,0,1
3633,0,98.472769,24.0,2.0,0.8657,1.81,0.84,4.92,0,0,1,0.7533371672029293,0,0,0,0,0,0,1
3634,0,27.260549,2.0,0.0,0.8233,1.98,0.96,4.65,0,0,0,1.8212791239309984,0,0,0,0,0,0,0
3635,0,71.278115,1.0,0.0,0.7959,2.88,1.0,4.81,0,1,0,5.281223187794788,0,0,0,0,0,0,1
3637,0,100.905964,9.0,0.0,0.8885,1.83,0.92,4.92,0,0,0,3.5944880218534743,0,0,0,0,0,0,1
3638,1,92.103547,23.0,18.0,0.8556,1.5,0.96,4.72,0,0,0,1.1973942894172396,1,0,0,0,0,0,0
3639,1,86.522255,7.0,2.0,0.9153,2.35,0.9524,4.8,0,1,0,4.162755599159233,1,0,0,0,0,0,1
3640,1,142.379193,32.0,17.0,0.8337,1.89,0.88,4.92,0,0,0,2.4353247562855795,0,0,0,0,0,0,1
3641,1,163.410974,26.0,17.0,0.8455,2.0,1.0,4.88,0,1,0,1.0466085680598474,0,0,0,0,0,0,0
3642,1,119.747015,22.0,6.0,0.8540000000000001,1.76,1.0,4.76,0,1,0,4.7250820806932134,1,0,0,0,0,0,1
3643,1,82.616451,8.0,4.0,0.8443,1.76,1.0,4.96,0,0,0,1.4331789440612734,0,0,0,0,0,0,1
3644,1,57.663794,7.0,3.0,0.8594,2.11,1.0,4.76,0,1,0,1.2474385011246627,0,0,0,0,0,0,1
3645,1,47.103928,1.0,1.0,0.8663,2.63,0.96,4.88,0,1,0,0.8427785027724747,1,0,0,0,0,0,0
3646,1,109.616944,18.0,6.0,0.8429,2.56,0.88,4.65,0,0,1,5.5774005857689435,0,0,0,0,0,0,1
3647,0,86.812782,21.0,2.0,0.8316,2.13,1.0,4.72,0,1,0,2.3863221444287035,0,0,0,0,0,0,1
3648,1,42.958091,1.0,0.0,0.8,2.94,0.96,4.6,0,1,0,0.45615665753726464,0,0,0,0,0,0,1
3649,0,59.735106,6.0,0.0,0.8814,0.95,0.64,4.52,0,0,1,1.345460934824752,0,0,0,0,0,0,1
3650,0,74.433444,14.0,4.0,0.8168,1.85,0.92,4.72,0,0,0,0.1839271928160049,0,0,0,0,0,0,1
3651,1,108.582938,10.0,5.0,0.8689,1.38,0.92,4.68,0,0,0,6.715089099277162,0,0,0,0,0,0,0
3652,0,61.620115,7.0,1.0,0.8378,3.0,0.88,4.8,0,1,0,1.066411926404365,0,0,0,0,0,0,1
3653,1,84.831029,23.0,10.0,0.8746,1.5,1.0,4.8,0,0,0,1.9266133645414412,0,0,0,0,0,0,1
3654,0,121.807345,33.0,5.0,0.8643,1.71,0.96,4.88,0,0,0,1.3801441468672275,0,0,0,0,0,0,1
3655,1,86.976449,12.0,4.0,0.8249,1.96,1.0,4.72,0,0,0,0.3829569414422967,1,0,0,0,0,0,0
3656,1,74.679983,12.0,5.0,0.8233,1.98,0.96,4.65,0,0,0,1.8956481623942971,0,0,0,0,0,0,1
3657,1,118.932689,12.0,6.0,0.7571,4.4,0.96,5.0,0,0,1,1.4028067105429598,0,0,0,0,0,0,1
3658,1,59.144026,16.0,3.0,0.8322,1.75,1.0,4.72,0,0,0,1.5598792893628783,0,0,0,0,0,0,1
3659,0,83.443876,9.0,2.0,0.8231,1.58,1.0,4.84,0,0,0,0.1985417904501504,0,0,0,0,0,0,1
3661,0,38.761809,6.0,0.0,0.8801,1.85,0.96,4.8,0,0,0,0.5051813975095484,0,0,0,0,0,0,1
3662,0,91.596875,24.0,2.0,0.8949,1.9,0.92,4.76,0,0,0,2.17231910443226,0,0,0,0,0,0,1
3663,0,88.788559,14.0,1.0,0.8091,1.86,1.0,4.8,0,0,0,7.946294919540857,0,0,0,0,0,0,0
3664,1,82.254129,19.0,4.0,0.8899,1.66,1.0,4.84,0,0,0,1.238888968013945,0,0,0,0,0,0,1
3665,1,118.386087,18.0,11.0,0.861,1.64,1.0,4.48,0,0,0,2.0621645494350678,1,0,0,0,0,0,1
3666,1,157.371343,46.0,24.0,0.8894,1.38,0.92,4.76,0,0,0,2.6684952370554895,0,0,0,0,0,0,0
3667,0,81.294875,1.0,1.0,0.8036,1.67,0.92,4.96,0,1,0,3.4092787044640387,0,0,0,0,0,0,1
3668,1,117.042288,28.0,3.0,0.8652,2.43,1.0,5.0,0,1,0,5.929540306912372,0,0,0,0,0,0,1
3670,1,87.435617,23.0,0.0,0.8516,1.14,1.0,4.76,0,0,0,5.2956064265856355,1,0,0,0,0,0,0
3672,0,92.961343,20.0,14.0,0.826,1.55,1.0,4.72,0,0,0,3.888287709088853,0,0,0,0,0,0,1
3673,0,56.449849,15.0,0.0,0.8921,1.67,1.0,4.96,0,0,0,0.6585449661165689,0,0,0,0,0,0,1
3674,1,77.050042,9.0,1.0,0.8689,1.38,0.92,4.68,0,0,0,1.3157876687893426,1,0,0,0,0,0,1
3675,0,57.916983,10.0,2.0,0.8887,1.55,0.96,4.72,0,0,0,5.528126692925597,0,0,0,0,0,0,1
3676,1,115.988706,24.0,11.0,0.8812,1.39,1.0,4.84,0,0,0,0.5763367614993836,0,0,0,0,0,0,1
3677,1,122.012124,24.0,7.0,0.8728,1.89,1.0,4.92,0,0,0,0.9130686421699803,1,0,0,0,0,0,0
3678,1,56.323541,2.0,0.0,0.8809999999999999,2.4,1.0,4.71,0,1,0,5.031342960583826,1,0,0,0,0,0,0
3679,1,109.709911,34.0,0.0,0.9529,1.47,0.92,4.76,0,0,0,5.527292614369789,1,0,0,0,0,0,0
3680,0,121.619877,14.0,3.0,0.8526,2.4,0.8,4.44,0,0,1,1.3666369452334262,0,0,0,0,0,0,1
3681,0,79.849319,30.0,12.0,0.8988,1.29,1.0,4.6,0,0,0,2.087659997356592,0,0,0,0,0,0,1
3682,1,102.749771,23.0,12.0,0.878,1.4,0.96,4.48,0,0,0,1.6080340636599169,0,0,0,0,0,0,1
3683,1,94.914495,10.0,2.0,0.8578,2.24,1.0,4.6,0,1,0,3.948814876101955,1,0,0,0,0,0,1
3684,0,77.452043,10.0,2.0,0.8845,1.68,1.0,4.8,0,0,0,4.190731287624356,0,0,0,0,0,0,1
3685,0,83.070769,22.0,3.0,0.8571,1.24,1.0,4.76,0,0,0,0.06453790677287877,0,0,0,0,0,0,1
3686,1,120.794838,14.0,3.0,0.8152,1.68,1.0,4.96,0,0,0,3.750541704818775,0,0,0,0,0,0,0
3687,0,59.163342,13.0,0.0,0.8091,1.86,1.0,4.8,0,0,0,0.922926122184308,0,0,0,0,0,0,1
3688,0,92.327023,7.0,2.0,0.8462,1.88,0.92,4.72,0,1,0,2.349971057942738,0,0,0,0,0,0,1
3689,1,46.520238,2.0,0.0,0.8815,1.38,1.0,4.76,0,0,0,3.2750131510853784,0,0,0,0,0,0,1
3690,1,50.933967,1.0,0.0,0.9172,2.9,1.0,4.78,0,1,0,1.8064600559440092,1,0,0,0,0,0,1
3691,1,142.742655,30.0,2.0,0.8217,2.2,1.0,4.6,0,1,0,6.09412670958499,0,0,0,0,0,0,0
3693,1,110.899242,20.0,18.0,0.8743,1.28,0.96,4.88,0,0,0,3.370444025413526,1,0,0,0,0,0,0
3694,1,125.813592,47.0,3.0,0.8817,1.56,0.96,4.56,0,0,0,1.348612579236264,0,0,0,0,0,0,1
3695,1,45.325481,6.0,2.0,0.8559,2.0,0.92,4.92,0,0,1,1.6749177818354088,0,0,0,0,0,0,1
3696,1,54.876441,9.0,1.0,0.8503,1.44,1.0,4.96,0,0,0,3.4418348151601865,0,0,0,0,0,0,1
3697,0,56.808868,11.0,1.0,0.7866,2.67,0.96,4.96,0,0,1,0.10465259728944393,0,0,0,0,0,0,1
3698,0,41.986694,3.0,0.0,0.8638,1.88,1.0,4.52,0,0,0,5.803494690595947,0,0,0,0,0,0,1
3699,1,77.480809,3.0,6.0,0.8815,2.33,0.92,4.71,0,1,0,1.0653247391355463,0,0,0,0,0,0,1
3700,1,100.732272,4.0,0.0,0.8601,2.57,0.72,4.68,0,0,1,1.106410025118677,1,0,0,0,0,0,1
3701,1,108.629735,31.0,18.0,0.8447,1.1,1.0,4.76,0,0,0,0.4038304255916393,1,0,0,0,0,0,0
3702,1,73.511329,3.0,0.0,0.8289,1.5,0.96,4.68,0,0,0,3.527202602265286,1,0,0,0,0,0,0
3704,1,76.094128,6.0,0.0,0.8837,3.6,0.72,4.56,0,1,0,0.9381799447455144,1,0,0,0,0,0,0
3706,1,82.938805,23.0,2.0,0.8831,1.69,0.96,4.69,0,0,0,0.3184255080517247,1,0,0,0,0,0,1
3707,0,26.034742,1.0,0.0,0.7438,1.71,0.92,4.84,0,0,1,0.6134910325867391,0,0,0,0,0,0,1
3708,1,76.118835,2.0,0.0,0.9161,2.17,0.8,4.76,0,0,1,1.0028344456578406,0,0,1,0,0,0,0
3709,0,103.005884,12.0,4.0,0.8921,1.67,1.0,4.96,0,0,0,2.6631836297847284,0,0,0,0,0,0,0
3710,0,85.576311,10.0,0.0,0.8577,1.58,1.0,4.56,0,0,0,0.33324480370285386,0,0,0,0,0,0,1
3711,1,177.694242,32.0,5.0,0.7616,3.14,0.96,4.91,0,0,1,3.3319428820464077,0,0,0,0,0,0,0
3712,1,46.735238,4.0,0.0,0.8406,2.07,0.88,5.0,0,1,0,0.13992801597243507,0,0,0,0,0,0,0
3713,1,145.702439,37.0,6.0,0.8771,1.92,1.0,4.85,0,0,1,2.8711429570280664,0,0,0,0,0,0,0
3714,0,54.224669,3.0,4.0,0.8801,1.85,0.96,4.8,0,0,0,0.6584682642995374,0,0,0,0,0,0,1
3715,0,45.610698,5.0,0.0,0.8398,2.23,0.96,4.84,0,1,0,2.8294758613291315,0,0,0,0,0,0,1
3716,1,106.510224,21.0,3.0,0.7566,2.2,0.96,4.62,0,0,1,5.6036845067738135,0,0,0,0,0,0,0
3717,1,85.063838,14.0,4.0,0.8657,1.81,0.84,4.92,0,0,1,0.7836340136685053,0,0,0,0,0,0,0
3718,0,60.758234,7.0,4.0,0.9082,1.43,0.96,4.76,0,0,0,0.4021149458787193,0,0,0,0,0,0,1
3720,0,57.436036,2.0,0.0,0.8172,2.22,0.88,4.68,0,1,0,0.5479304558746542,0,0,0,0,0,0,1
3721,1,77.907039,18.0,1.0,0.8571,1.48,0.92,4.68,0,0,0,5.705583505993284,0,0,0,0,0,0,1
3722,1,134.469695,31.0,11.0,0.9529,1.47,0.92,4.76,0,0,0,0.953111966032336,1,0,0,0,0,0,1
3724,1,108.254242,41.0,18.0,0.9013,1.43,1.0,4.88,0,0,0,5.782936019416963,0,0,0,0,0,0,0
3725,1,119.181782,17.0,8.0,0.91,1.47,0.96,4.84,0,0,0,1.0344002400224683,1,0,0,0,0,0,0
3726,1,68.410089,7.0,1.0,0.7438,1.71,0.92,4.84,0,0,1,3.199711317082894,0,0,0,0,0,0,0
3727,1,114.508215,17.0,2.0,0.8599,1.5,1.0,4.84,0,0,0,2.1598757079785464,1,0,0,0,0,0,0
3728,1,42.511867,5.0,0.0,0.8217,1.7,1.0,4.76,0,0,0,5.898487175577476,1,0,0,0,0,0,0
3729,1,138.108918,35.0,12.0,0.8801,1.85,0.96,4.8,0,0,0,13.193122097308823,1,0,0,0,0,0,1
3730,1,126.116676,14.0,6.0,0.8728,1.89,1.0,4.92,0,0,0,0.6573661240909802,0,1,0,0,0,0,1
3731,0,83.541984,16.0,3.0,0.7685,2.69,1.0,4.72,0,1,0,1.6764508853455247,0,0,0,0,0,0,1
3732,0,102.395331,20.0,4.0,0.8498,1.5,0.96,4.96,0,1,0,1.134386157089601,0,0,0,0,0,0,0
3733,0,76.027839,10.0,0.0,0.7959,2.88,1.0,4.81,0,1,0,0.6101037413501769,0,0,0,0,0,0,1
3734,1,50.449464,5.0,2.0,0.8594,2.11,1.0,4.76,0,1,0,1.2264675879347162,0,0,0,0,0,0,1
3735,1,139.356959,23.0,10.0,0.8702,1.47,0.84,4.8,0,0,1,1.6088566618265625,1,0,0,0,0,0,1
3736,1,73.982953,12.0,8.0,0.8322,1.75,1.0,4.72,0,0,0,1.120221722914283,0,0,0,0,0,0,0
3737,0,68.849978,12.0,1.0,0.7751,2.3,0.96,4.44,0,1,0,1.2972174120036195,0,0,0,0,0,0,1
3738,0,101.859251,15.0,4.0,0.7969,1.67,1.0,5.0,0,0,0,1.1907140496039017,0,0,0,0,0,0,0
3739,1,93.992431,37.0,9.0,0.8645,1.18,0.96,4.6,0,0,0,2.2212526748001373,1,0,0,0,0,0,1
3740,1,69.659243,10.0,2.0,0.8702,1.47,0.84,4.8,0,0,1,1.167717843261505,1,0,0,0,0,0,0
